nu/v	E_r/v	N_theta	N_zeta	N_xi	D11	D31	D13	D33	D33 Spitzer	t_clock	Delta D11 zeta	Delta D31 zeta	Delta D13 zeta	Delta D33 zeta	Delta D11 theta	Delta D31 theta	Delta D13 theta	Delta D33 theta
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.15000000000000E+02	1.80000000000000E+02	4.98970837683852E-02	8.63210812791033E-02	-8.63521082169737E-02	-1.78539445008868E+04	-6.14841280454488E+04	1.38772700000000E+02	2.69824854160217E-05	-5.63059262023130E-04	5.38393726239331E-04	-6.71287990731798E-01	8.86615612889774E-06	-4.78681647222728E-04	5.20588179178452E-04	-4.37810642189288E+00
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.19000000000000E+02	1.80000000000000E+02	4.99240662538013E-02	8.57580220170802E-02	-8.58137144907343E-02	-1.78546157888776E+04	-6.14841280454488E+04	1.51559500000000E+02	3.30613767194898E-05	-2.86391252793949E-05	5.70057939261320E-05	-3.20998977400450E-01	1.45207932707170E-06	3.78894213684269E-04	-3.44589694686592E-04	-4.54621868266986E+00
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.23000000000000E+02	1.80000000000000E+02	4.99571276305208E-02	8.57293828918008E-02	-8.57567086968082E-02	-1.78549367878550E+04	-6.14841280454489E+04	1.69604700000000E+02	3.98255529723418E-05	3.22636367527482E-04	-3.33384071192766E-04	-5.24666568318935E-01	-4.99819197013335E-06	1.21985835979346E-03	-1.20927345040933E-03	-5.04157508215940E+00
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.27000000000000E+02	1.80000000000000E+02	4.99969531834931E-02	8.60520192593283E-02	-8.60900927680009E-02	-1.78554614544233E+04	-6.14841280454488E+04	1.84965300000000E+02	4.05373325137598E-05	-2.29987221304836E-04	2.11198971128895E-04	-8.50161481903342E-02	-9.73380391963014E-06	1.70450872710827E-03	-1.69283308093807E-03	-4.85566388211009E+00
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.31000000000000E+02	1.80000000000000E+02	5.00374905160069E-02	8.58220320380234E-02	-8.58788937968721E-02	-1.78555464705715E+04	-6.14841280454488E+04	1.99529900000000E+02	3.13452756468754E-05	-1.99903567091847E-04	1.94564172362910E-04	-1.74355478990037E-01	-1.45370512217649E-05	2.12333988571657E-03	-2.12025639345260E-03	-5.07998495543870E+00
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.35000000000000E+02	1.80000000000000E+02	5.00688357916537E-02	8.56221284709316E-02	-8.56843296245091E-02	-1.78557208260505E+04	-6.14841280454489E+04	2.17260900000000E+02	1.56346591286757E-05	2.92088060508192E-04	-2.89507999102379E-04	-4.03026942629367E-01	-1.85060473546564E-05	2.03719029144811E-03	-2.03733841881308E-03	-4.35969455917802E+00
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.39000000000000E+02	1.80000000000000E+02	5.00844704507824E-02	8.59142165314398E-02	-8.59738376236115E-02	-1.78561238529931E+04	-6.14841280454488E+04	2.36411400000000E+02	6.44329167736463E-06	4.51771536987763E-04	-4.45971309945573E-04	1.35895949919359E-01	-1.92591973335113E-05	1.52074109044723E-03	-1.51944487410259E-03	-2.73924033181902E+00
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.43000000000000E+02	1.80000000000000E+02	5.00909137424598E-02	8.63659880684275E-02	-8.64198089335571E-02	-1.78559879570432E+04	-6.14841280454488E+04	2.61573800000000E+02	6.01120421265394E-06	3.52589903308095E-04	-3.44150154745065E-04	8.25346471188823E-01	-1.68126674144967E-05	1.06497397530919E-03	-1.06354475027602E-03	-1.75003364790973E+00
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.47000000000000E+02	1.80000000000000E+02	5.00969249466724E-02	8.67185779717356E-02	-8.67639590883022E-02	-1.78551626105720E+04	-6.14841280454488E+04	2.83940500000000E+02	6.07367266512032E-06	2.45422507729506E-04	-2.37639826101615E-04	1.37213435466037E+00	-1.59574207143492E-05	9.50467442519323E-04	-9.53167495843205E-04	-1.43269101587794E+00
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.51000000000000E+02	1.80000000000000E+02	5.01029986193375E-02	8.69640004794652E-02	-8.70015989144038E-02	-1.78537904762173E+04	-6.14841280454488E+04	3.02084900000000E+02	3.35985880119821E-06	1.25932367503856E-04	-1.19312667072380E-04	1.87959177199082E+00	-1.79131415651429E-05	1.15885359144854E-03	-1.16905932574039E-03	-1.00868209864711E+00
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.55000000000000E+02	1.80000000000000E+02	5.01063584781387E-02	8.70899328469690E-02	-8.71209115814762E-02	-1.78519108844453E+04	-6.14841280454488E+04	3.25944100000000E+02	9.68622400517039E-07	3.19251769087953E-05	-2.67995421673467E-05	2.24387904589094E+00	-1.89377934771279E-05	1.49175468459979E-03	-1.50880572790842E-03	-3.37675124559610E-01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.59000000000000E+02	1.80000000000000E+02	5.01073271005393E-02	8.71218580238778E-02	-8.71477111236435E-02	-1.78496670053995E+04	-6.14841280454487E+04	3.48239700000000E+02	7.76502515315025E-07	1.02881478662303E-05	-7.78663186504214E-06	2.19354796323023E+00	-1.72740230079196E-05	1.76956258792201E-03	-1.78940612787573E-03	1.44204387070204E-01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.63000000000000E+02	1.80000000000000E+02	5.01081036030546E-02	8.71321461717440E-02	-8.71554977555086E-02	-1.78474734574362E+04	-6.14841280454489E+04	3.80962300000000E+02	1.34706314029037E-06	6.59858804420016E-05	-6.51870061943588E-05	1.58125210776780E+00	-1.53085713050158E-05	1.87671459219976E-03	-1.89527195692625E-03	1.49798088779789E-01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.67000000000000E+02	1.80000000000000E+02	5.01094506661949E-02	8.71981320521860E-02	-8.72206847617029E-02	-1.78458922053285E+04	-6.14841280454488E+04	4.09316500000000E+02	1.40779551627973E-06	1.11642769919831E-04	-1.11524566552043E-04	7.45546015252330E-01	-1.49538422254611E-05	1.76034387637783E-03	-1.77631727852287E-03	-7.28981664578896E-02
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.71000000000000E+02	1.80000000000000E+02	5.01108584617111E-02	8.73097748221059E-02	-8.73322093282549E-02	-1.78451466593132E+04	-6.14841280454488E+04	4.32333300000000E+02	9.81559580899572E-07	6.60364963393223E-05	-6.63096541982239E-05	2.18933227410162E-01	-1.56823529817648E-05	1.51319752235367E-03	-1.52770203135422E-03	-1.08316614059731E-01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.75000000000000E+02	1.80000000000000E+02	5.01118400212920E-02	8.73758113184452E-02	-8.73985189824532E-02	-1.78449277260858E+04	-6.14841280454488E+04	4.64771400000000E+02	4.99740414515448E-07	-1.62306252552841E-05	1.55790148928386E-05	9.23568217694992E-02	-1.63608038358451E-05	1.33172825125846E-03	-1.34622549324077E-03	7.08978389484400E-02
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.79000000000000E+02	1.80000000000000E+02	5.01123397617066E-02	8.73595806931899E-02	-8.73829399675603E-02	-1.78448353692640E+04	-6.14841280454488E+04	4.93616100000000E+02	1.89889607003779E-07	-4.82500741022518E-05	4.74891276008721E-05	9.66604986278981E-02	-1.66028693590545E-05	1.30555008039372E-03	-1.32043672464127E-03	2.19534846048191E-01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.83000000000000E+02	1.80000000000000E+02	5.01125296513136E-02	8.73113306190876E-02	-8.73354508399595E-02	-1.78447387087654E+04	-6.14841280454489E+04	5.33284400000000E+02	5.47636445358268E-08	-2.99550016270023E-05	2.94704134964074E-05	6.88784031808609E-02	-1.65799084594215E-05	1.35912430315573E-03	-1.37416856314521E-03	2.37447080402490E-01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.87000000000000E+02	1.80000000000000E+02	5.01125844149581E-02	8.72813756174607E-02	-8.73059804264631E-02	-1.78446698303622E+04	-6.14841280454489E+04	5.66347800000000E+02	1.49149396444503E-08	-6.83042185906091E-06	6.51141596255678E-06	2.56656974597718E-02	-1.65110405476801E-05	1.39879969370554E-03	-1.41383917479916E-03	2.01923439581151E-01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.91000000000000E+02	1.80000000000000E+02	5.01125993298977E-02	8.72745451956016E-02	-8.72994690105005E-02	-1.78446441646648E+04	-6.14841280454488E+04	5.96328100000000E+02	8.04897561101914E-09	1.45863533840274E-06	-1.55272635116166E-06	3.02774633018998E-03	-1.64760271679984E-05	1.40550292814758E-03	-1.42048365836969E-03	1.82186570982594E-01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.95000000000000E+02	1.80000000000000E+02	5.01126073788734E-02	8.72760038309400E-02	-8.73010217368516E-02	-1.78446411369184E+04	-6.14841280454488E+04	6.29987000000000E+02	5.41809373755253E-09	1.03446536252327E-06	-1.10677271066006E-06	-5.91841519053560E-04	-1.64706188738734E-05	1.40017995269472E-03	-1.41517162372477E-03	1.82217678109737E-01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	1.99000000000000E+02	1.80000000000000E+02	5.01126127969671E-02	8.72770382963025E-02	-8.73021285095623E-02	-1.78446417287599E+04	-6.14841280454489E+04	6.85610100000000E+02	2.71751002256515E-09	-5.56762389247734E-08	3.72460135927843E-08	1.70489460288081E-04	-1.64736315835870E-05	1.39686701053843E-03	-1.41182731569703E-03	1.85368458900484E-01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	2.03000000000000E+02	1.80000000000000E+02	5.01126155144771E-02	8.72769826200636E-02	-8.73020912635487E-02	-1.78446415582705E+04	-6.14841280454488E+04	7.02961300000000E+02	1.04784324966856E-09	-1.93262632508517E-07	2.09890422583903E-07	2.62929221207742E-04	-1.64761782618997E-05	1.39637392267869E-03	-1.41135341699104E-03	1.86237038480613E-01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	2.07000000000000E+02	1.80000000000000E+02	5.01126165623204E-02	8.72767893574311E-02	-8.73018813731261E-02	-1.78446412953413E+04	-6.14841280454489E+04	7.57914500000000E+02	2.12976039581925E-10	-7.62538415327585E-08	7.40657353781593E-08	1.04417387774447E-04	-1.64769160650238E-05	1.39660397701082E-03	-1.41160087295049E-03	1.86165771887318E-01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	2.11000000000000E+02	1.80000000000000E+02	5.01126167752964E-02	8.72767131035895E-02	-8.73018073073908E-02	-1.78446411909239E+04	-6.14841280454488E+04	7.49507900000000E+02	4.55984902614226E-11	-1.44287226333528E-08	6.56827073286514E-09	1.50358700921061E-04	-1.64768898861592E-05	1.39671140522893E-03	-1.41172044005097E-03	1.86091555820894E-01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	2.15000000000000E+02	1.80000000000000E+02	5.01126168208949E-02	8.72766986748669E-02	-8.73018007391200E-02	-1.78446410405652E+04	-6.14841280454488E+04	7.88105700000000E+02	-4.40151429192959E-10	6.29220840708822E-09	-2.11744688449755E-09	-5.73743600398302E-05	-1.64768080525499E-05	1.39674582851737E-03	-1.41173075519112E-03	1.85959821908909E-01
1.00000000000000E-05	0.00000000000000E+00	1.90000000000000E+01	2.19000000000000E+02	1.80000000000000E+02	5.01126163807435E-02	8.72767049670753E-02	-8.73018028565669E-02	-1.78446410979395E+04	-6.14841280454488E+04	8.44357800000000E+02	4.07211125930118E-10	-2.21963091656674E-08	-2.87666505893736E-09	-5.67913702980149E-05	-1.64762553018921E-05	1.39672633982005E-03	-1.41172386458066E-03	1.85995812720648E-01
