                    nu/v	                  E_r/v	               N_theta	                 N_zeta	                   N_xi	                   D_11	                   D_31	                   D_13	                   D_33	           D_33_Spitzer	            t_clock [s]	Delta D11	Delta D31	Delta D13	Delta D33
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	7.1000000000E+01	1.8000000000E+02	1.3675568010E-02	2.5799760381E-01	-2.5798973718E-01	-3.1370299591E+04	-6.5481537728E+04	1.3879650000E+02	4.2944717360E-05	7.1320196106E-04	-7.3346118648E-04	-1.7846174967E+00
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	7.5000000000E+01	1.8000000000E+02	1.3718512727E-02	2.5871080577E-01	-2.5872319837E-01	-3.1372084208E+04	-6.5481537728E+04	1.6597180000E+02	1.9335086776E-05	1.1582140716E-03	-1.1520213243E-03	-6.5913435910E-01
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	7.9000000000E+01	1.8000000000E+02	1.3737847814E-02	2.5986901984E-01	-2.5987521969E-01	-3.1372743343E+04	-6.5481537728E+04	1.8737860000E+02	1.0458851082E-06	7.7946410937E-04	-7.6906146201E-04	-9.0476867990E-02
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	8.3000000000E+01	1.8000000000E+02	1.3738893699E-02	2.6064848395E-01	-2.6064428115E-01	-3.1372833819E+04	-6.5481537728E+04	2.1584720000E+02	-1.6629631629E-05	-5.7516896672E-04	5.7342586385E-04	4.8341715937E+00
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	8.7000000000E+01	1.8000000000E+02	1.3722264067E-02	2.6007331498E-01	-2.6007085529E-01	-3.1367999648E+04	-6.5481537728E+04	2.5089460000E+02	-2.0451275678E-05	-1.0089812350E-03	1.0057995494E-03	4.5352147893E+00
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	9.1000000000E+01	1.8000000000E+02	1.3701812792E-02	2.5906433375E-01	-2.5906505574E-01	-3.1363464433E+04	-6.5481537728E+04	2.8418450000E+02	5.2109259807E-07	-2.6322961903E-04	2.6256169994E-04	1.3881300571E+00
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	9.5000000000E+01	1.8000000000E+02	1.3702333884E-02	2.5880110413E-01	-2.5880249404E-01	-3.1362076303E+04	-6.5481537728E+04	3.2082020000E+02	1.2699342409E-05	2.8051455699E-04	-2.7900163109E-04	4.5225189694E-01
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	9.9000000000E+01	1.8000000000E+02	1.3715033227E-02	2.5908161869E-01	-2.5908149567E-01	-3.1361624051E+04	-6.5481537728E+04	3.6244030000E+02	7.5685542093E-06	2.1456528157E-04	-2.1389093227E-04	5.6024194608E-01
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	1.0300000000E+02	1.8000000000E+02	1.3722601781E-02	2.5929618397E-01	-2.5929538660E-01	-3.1361063809E+04	-6.5481537728E+04	4.0540900000E+02	-6.6805762635E-07	-3.6188229503E-05	3.6400144172E-05	3.9443716115E-01
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	1.0700000000E+02	1.8000000000E+02	1.3721933723E-02	2.5925999574E-01	-2.5925898646E-01	-3.1360669372E+04	-6.5481537728E+04	4.5392310000E+02	-2.8730549602E-06	-1.3112118110E-04	1.3094286161E-04	1.5522029485E-01
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	1.1100000000E+02	1.8000000000E+02	1.3719060668E-02	2.5912887456E-01	-2.5912804360E-01	-3.1360514152E+04	-6.5481537728E+04	5.0686520000E+02	-2.5057923291E-07	-2.3138029571E-05	2.3236974149E-05	5.0213399390E-02
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	1.1500000000E+02	1.8000000000E+02	1.3718810089E-02	2.5910573653E-01	-2.5910480662E-01	-3.1360463938E+04	-6.5481537728E+04	5.6428380000E+02	2.0243431370E-06	5.1412869654E-05	-5.1209396364E-05	2.4295579373E-02
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	1.1900000000E+02	1.8000000000E+02	1.3720834432E-02	2.5915714940E-01	-2.5915601602E-01	-3.1360439643E+04	-6.5481537728E+04	6.1475860000E+02	1.6686967608E-06	2.6919429881E-05	-2.6933313997E-05	1.5107634550E-02
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	1.2300000000E+02	1.8000000000E+02	1.3722503129E-02	2.5918406883E-01	-2.5918294933E-01	-3.1360424535E+04	-6.5481537728E+04	6.7492330000E+02	4.3524002160E-07	-6.2400734877E-06	6.1028784108E-06	7.8383113469E-03
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	1.2700000000E+02	1.8000000000E+02	1.3722938369E-02	2.5917782876E-01	-2.5917684645E-01	-3.1360416697E+04	-6.5481537728E+04	7.4581130000E+02	1.9576952425E-07	-9.3804995479E-06	9.3148815642E-06	3.9481648710E-03
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	1.3100000000E+02	1.8000000000E+02	1.3723134139E-02	2.5916844826E-01	-2.5916753157E-01	-3.1360412749E+04	-6.5481537728E+04	7.6620070000E+02	2.3207434947E-07	1.1539567057E-07	-9.4334847101E-08	2.5552989391E-03
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	1.3500000000E+02	1.8000000000E+02	1.3723366213E-02	2.5916856365E-01	-2.5916762591E-01	-3.1360410193E+04	-6.5481537728E+04	-2.1390255990E+05	2.1465143841E-07	3.0620868741E-06	-3.0270284170E-06	1.8879415511E-03
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	1.3900000000E+02	1.8000000000E+02	1.3723580864E-02	2.5917162574E-01	-2.5917065294E-01	-3.1360408305E+04	-6.5481537728E+04	9.2785520000E+02	1.0084773104E-07	7.5448109149E-07	-7.5332356525E-07	1.4714430508E-03
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	1.4300000000E+02	1.8000000000E+02	1.3723681712E-02	2.5917238022E-01	-2.5917140626E-01	-3.1360406834E+04	-6.5481537728E+04	9.9874640000E+02	5.2161333940E-08	-6.2068360196E-07	6.0897375559E-07	1.0785310697E-03
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	1.4700000000E+02	1.8000000000E+02	1.3723733874E-02	2.5917175954E-01	-2.5917079729E-01	-3.1360405755E+04	-6.5481537728E+04	1.0723599000E+03	6.1791851960E-08	-4.5206044924E-07	4.4921270620E-07	7.0356866854E-04
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	1.5100000000E+02	1.8000000000E+02	1.3723795665E-02	2.5917130748E-01	-2.5917034807E-01	-3.1360405052E+04	-6.5481537728E+04	1.2142026000E+03	3.9081838009E-08	-7.0291654497E-08	7.3383064292E-08	4.5109713028E-04
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	1.5500000000E+02	1.8000000000E+02	1.3723834747E-02	2.5917123718E-01	-2.5917027469E-01	-3.1360404601E+04	-6.5481537728E+04	1.2722578000E+03	1.1746360891E-08	4.5376528202E-08	-4.3897217195E-08	2.6860432990E-04
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	1.5900000000E+02	1.8000000000E+02	1.3723846494E-02	2.5917128256E-01	-2.5917031859E-01	-3.1360404332E+04	-6.5481537728E+04	1.3513214000E+03	3.6979076919E-10	-5.2995388633E-09	4.8424199095E-09	1.6784371110E-04
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	1.6300000000E+02	1.8000000000E+02	1.3723846863E-02	2.5917127726E-01	-2.5917031374E-01	-3.1360404164E+04	-6.5481537728E+04	1.4888688000E+03	2.6163855214E-09	-3.4488435552E-08	3.3896872476E-08	9.9887220131E-05
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	1.6700000000E+02	1.8000000000E+02	1.3723849480E-02	2.5917124277E-01	-2.5917027985E-01	-3.1360404064E+04	-6.5481537728E+04	1.5770948000E+03	3.8421847197E-09	-1.9611293589E-08	2.0125341227E-08	5.7634410041E-05
1.0000000000E-05	3.0000000000E-04	3.1000000000E+01	1.7100000000E+02	1.8000000000E+02	1.3723853322E-02	2.5917122316E-01	-2.5917025972E-01	-3.1360404007E+04	-6.5481537728E+04	1.7330360000E+03	3.8421847197E-09	-1.9611293589E-08	2.0125341227E-08	5.7634410041E-05
														
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	1.5000000000E+01	1.8000000000E+02	1.7226638639E-02	5.0057853083E-01	-5.6037108762E-01	-2.9661474650E+04	-6.5483621376E+04	2.4714000000E+00	-3.2444852542E-03	-2.5269454737E-01	3.2192745618E-01	-5.4323903224E+02
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	1.9000000000E+01	1.8000000000E+02	1.3982153384E-02	2.4788398345E-01	-2.3844363143E-01	-3.0204713682E+04	-6.5481457966E+04	4.6638000000E+00	1.5624390568E-06	-7.5021547325E-02	5.5209759599E-02	-4.0602816239E+02
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	2.3000000000E+01	1.8000000000E+02	1.3983715824E-02	1.7286243613E-01	-1.8323387183E-01	-3.0610741844E+04	-6.5481553843E+04	8.2324000000E+00	5.0317238917E-04	7.1610749492E-02	-5.3704884182E-02	-2.3090426925E+02
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	2.7000000000E+01	1.8000000000E+02	1.4486888213E-02	2.4447318562E-01	-2.3693875602E-01	-3.0841646114E+04	-6.5481538201E+04	1.2463000000E+01	-2.3653772622E-04	2.5832436910E-02	-3.0614273707E-02	-1.6663265857E+02
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	3.1000000000E+01	1.8000000000E+02	1.4250350486E-02	2.7030562253E-01	-2.6755302972E-01	-3.1008278772E+04	-6.5481537748E+04	1.8525700000E+01	3.3852524651E-05	4.5367260988E-04	-1.3720954089E-03	-1.3191962290E+02
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	3.5000000000E+01	1.8000000000E+02	1.4284203011E-02	2.7075929514E-01	-2.6892512513E-01	-3.1140198395E+04	-6.5481537749E+04	2.6192300000E+01	-2.7176768528E-04	-1.2443916023E-02	1.1592022088E-02	-1.0381299595E+02
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	3.9000000000E+01	1.8000000000E+02	1.4012435326E-02	2.5831537912E-01	-2.5733310304E-01	-3.1244011391E+04	-6.5481537728E+04	3.5752200000E+01	-3.2864655710E-04	-9.5629855283E-03	8.9903673481E-03	-7.3068987259E+01
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	4.3000000000E+01	1.8000000000E+02	1.3683788769E-02	2.4875239359E-01	-2.4834273570E-01	-3.1317080378E+04	-6.5481537729E+04	4.6739400000E+01	-9.4783501781E-05	-5.0294777396E-03	4.8877412994E-03	-4.4485098905E+01
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	4.7000000000E+01	1.8000000000E+02	1.3589005267E-02	2.4372291585E-01	-2.4345499440E-01	-3.1361565477E+04	-6.5481537728E+04	6.1321100000E+01	1.8066571991E-04	1.0280981079E-02	-1.0335819880E-02	-2.0829830345E+01
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	5.1000000000E+01	1.8000000000E+02	1.3769670987E-02	2.5400389693E-01	-2.5379081428E-01	-3.1382395308E+04	-6.5481537728E+04	7.7433700000E+01	5.3778549655E-05	6.9576487835E-03	-7.0786003434E-03	1.2891175707E+01
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	5.5000000000E+01	1.8000000000E+02	1.3823449537E-02	2.6096154571E-01	-2.6086941462E-01	-3.1369504132E+04	-6.5481537728E+04	9.7126600000E+01	-3.6195127783E-06	1.6086003237E-03	-1.7822155801E-03	4.3336411702E+00
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	5.9000000000E+01	1.8000000000E+02	1.3819830024E-02	2.6257014604E-01	-2.6265163020E-01	-3.1365170491E+04	-6.5481537728E+04	1.1422240000E+02	-5.7177678969E-05	-7.9253832689E-04	8.9182416096E-04	-4.1967532234E+00
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	6.3000000000E+01	1.8000000000E+02	1.3762652345E-02	2.6177760771E-01	-2.6175980604E-01	-3.1369367244E+04	-6.5481537728E+04	1.3848780000E+02	-6.6533419899E-05	-1.8968860896E-03	1.8668814680E-03	-6.2687609062E+00
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	6.7000000000E+01	1.8000000000E+02	1.3696118925E-02	2.5988072162E-01	-2.5989292457E-01	-3.1375636005E+04	-6.5481537728E+04	1.6800260000E+02	-2.0361676198E-05	-1.4412857763E-03	1.4474277175E-03	1.1981560801E+00
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	7.1000000000E+01	1.8000000000E+02	1.3675757249E-02	2.5843943584E-01	-2.5844549685E-01	-3.1374437849E+04	-6.5481537728E+04	1.9600110000E+02	4.2979508182E-05	7.0511379857E-04	-7.0972905587E-04	-1.1106494045E+00
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	7.5000000000E+01	1.8000000000E+02	1.3718736757E-02	2.5914454964E-01	-2.5915522591E-01	-3.1375548498E+04	-6.5481537728E+04	2.2882290000E+02	1.9450954925E-05	9.2010871577E-04	-9.1798487446E-04	-4.9948967294E-01
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	7.9000000000E+01	1.8000000000E+02	1.3738187712E-02	2.6006465836E-01	-2.6007321078E-01	-3.1376047988E+04	-6.5481537728E+04	2.7247320000E+02	5.6810335751E-07	7.3459045905E-04	-7.2376603859E-04	1.0326921127E+00
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	8.3000000000E+01	1.8000000000E+02	1.3738755815E-02	2.6079924882E-01	-2.6079697682E-01	-3.1375015296E+04	-6.5481537728E+04	3.0817590000E+02	-1.6665265525E-05	-4.2945941809E-04	4.2976837312E-04	5.0533922903E+00
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	8.7000000000E+01	1.8000000000E+02	1.3722090550E-02	2.6036978940E-01	-2.6036720845E-01	-3.1369961903E+04	-6.5481537728E+04	3.5470120000E+02	-2.0443471374E-05	-1.1104518092E-03	1.1081864484E-03	5.2979946978E+00
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	9.1000000000E+01	1.8000000000E+02	1.3701647078E-02	2.5925933759E-01	-2.5925902200E-01	-3.1364663909E+04	-6.5481537728E+04	4.0441710000E+02	6.3330789628E-07	-3.7887333065E-04	3.7701593807E-04	2.2245258391E+00
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	9.5000000000E+01	1.8000000000E+02	1.3702280386E-02	2.5888046426E-01	-2.5888200606E-01	-3.1362439383E+04	-6.5481537728E+04	4.5858110000E+02	1.2765735047E-05	2.8522532847E-04	-2.8527801051E-04	7.0418655087E-01
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	9.9000000000E+01	1.8000000000E+02	1.3715046121E-02	2.5916568959E-01	-2.5916728407E-01	-3.1361735196E+04	-6.5481537728E+04	5.1774710000E+02	7.4795607084E-06	2.1689696902E-04	-2.1628377908E-04	5.9335894201E-01
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	1.0300000000E+02	1.8000000000E+02	1.3722525682E-02	2.5938258656E-01	-2.5938356785E-01	-3.1361141837E+04	-6.5481537728E+04	5.8042340000E+02	-7.2481368972E-07	-4.3318217310E-05	4.4213462856E-05	3.8779462662E-01
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	1.0700000000E+02	1.8000000000E+02	1.3721800868E-02	2.5933926834E-01	-2.5933935439E-01	-3.1360754043E+04	-6.5481537728E+04	6.5840510000E+02	-2.9020538431E-06	-1.3368382731E-04	1.3387697641E-04	1.4269297965E-01
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	1.1100000000E+02	1.8000000000E+02	1.3718898814E-02	2.5920558451E-01	-2.5920547741E-01	-3.1360611350E+04	-6.5481537728E+04	7.2620780000E+02	-2.4441201630E-07	-2.1846733579E-05	2.1878313027E-05	4.6391677399E-02
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	1.1500000000E+02	1.8000000000E+02	1.3718654402E-02	2.5918373778E-01	-2.5918359910E-01	-3.1360564958E+04	-6.5481537728E+04	7.4269180000E+02	2.0504037026E-06	5.3968068552E-05	-5.3978040062E-05	2.5274601281E-02
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	1.1900000000E+02	1.8000000000E+02	1.3720704806E-02	2.5923770585E-01	-2.5923757714E-01	-3.1360539683E+04	-6.5481537728E+04	8.2567130000E+02	1.6739186195E-06	2.7127534092E-05	-2.7194897292E-05	1.6183126911E-02
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	1.2300000000E+02	1.8000000000E+02	1.3722378725E-02	2.5926483338E-01	-2.5926477204E-01	-3.1360523500E+04	-6.5481537728E+04	9.2325760000E+02	4.2147594848E-07	-7.7743683758E-06	7.7402762275E-06	7.6859029177E-03
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	1.2700000000E+02	1.8000000000E+02	1.3722800201E-02	2.5925705901E-01	-2.5925703176E-01	-3.1360515814E+04	-6.5481537728E+04	1.0056302000E+03	1.8241913184E-07	-9.8996078479E-06	9.8952417797E-06	3.4711372609E-03
1.0000000000E-05	3.0000000000E-04	3.5000000000E+01	1.3100000000E+02	1.8000000000E+02	1.3722982620E-02	2.5924715940E-01	-2.5924713652E-01	-3.1360512343E+04	-6.5481537728E+04	1.0997322000E+03	1.8241913184E-07	-9.8996078479E-06	9.8952417797E-06	3.4711372609E-03
